alpha,tau,x0_0,x0_1,x0_2,x0_3,x0_4,x0_5,x0_6,x0_7,x0_8,x0_9,y0,val_x0,xopt_0,xopt_1,xopt_2,xopt_3,xopt_4,xopt_5,xopt_6,xopt_7,xopt_8,xopt_9,val_xopt,objective_value
0.5,0.0,1.0,0.4444444444444445,0.0,0.0,0.0,0.1111111111111111,0.0,0.2222222222222222,0.0,0.0,1,4.116082729963772,1.0,0.4444444444444444,0.0,0.0,0.0,0.1111111111111111,0.0,0.2222222222222222,0.0,0.0,4.116082729963772,0.0
0.5,0.0,1.0,0.4444444444444445,0.3333333333333333,0.3333333333333333,0.4444444444444445,0.6666666666666665,1.0,0.2222222222222222,0.1111111111111111,0.0,1,-2.299174187117858,1.0,0.0,0.3333333333333333,0.3333333333333333,0.4444444444444444,0.6666666666666666,1.0,0.1111111111111111,0.1111111111111111,0.0,0.28807000569769614,0.5555555555555556
0.5,0.0,1.0,0.2222222222222222,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.0,0.0,1,4.803086293938895,1.0,0.2222222222222222,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.0,0.0,4.803086293938895,0.0
0.5,0.0,1.0,0.5555555555555556,0.7777777777777777,0.7777777777777777,0.0,0.2222222222222222,0.3333333333333333,0.2222222222222222,0.6666666666666665,0.0,1,-1.1578120146180169,1.0,0.2222222222222222,0.7777777777777778,0.7777777777777778,0.0,0.2222222222222222,0.3333333333333333,0.2222222222222222,0.6666666666666666,0.0,0.447230189966648,0.3333333333333333
0.5,0.0,1.0,0.3333333333333333,0.0,0.0,0.2222222222222222,0.1111111111111111,0.0,0.2222222222222222,0.0,0.0,1,3.989822967449608,1.0,0.3333333333333333,0.0,0.0,0.2222222222222222,0.1111111111111111,0.0,0.2222222222222222,0.0,0.0,3.989822967449608,0.0
0.5,0.0,1.0,0.7777777777777777,1.0,1.0,0.7777777777777777,0.6666666666666665,1.0,0.8888888888888888,0.6666666666666665,0.0,0,-10.54296873948467,1.0,0.0,1.0,1.0,0.7777777777777778,0.6666666666666666,0.0,0.0,0.6666666666666666,0.0,0.2268542498994366,2.6666666666666665
0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.1111111111111111,1.0,0.2222222222222222,0.0,0.0,1,2.8089178510114374,1.0,0.0,0.0,0.0,0.0,0.1111111111111111,1.0,0.2222222222222222,0.0,0.0,2.8089178510114374,0.0
0.5,0.0,1.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.2222222222222222,0.0,0.0,1,5.398418438768381,1.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.2222222222222222,0.0,0.0,5.398418438768381,0.0
0.5,0.0,1.0,0.1111111111111111,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.4444444444444445,1,4.476158248884828,1.0,0.1111111111111111,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.4444444444444444,4.476158248884828,0.0
0.5,0.0,1.0,0.3333333333333333,0.1111111111111111,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,1,5.104564435070486,1.0,0.3333333333333333,0.1111111111111111,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,5.104564435070486,0.0
0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,1,6.352774419864027,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,6.352774419864027,0.0
0.5,0.0,1.0,0.1111111111111111,0.0,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,1,6.168312854584437,1.0,0.1111111111111111,0.0,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,6.168312854584437,0.0
0.5,0.0,1.0,0.4444444444444445,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.0,0,0.9696262317346385,1.0,0.4444444444444444,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.0,0.9696262317346394,0.0
0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.0,0.0,1,5.490089857914017,1.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.0,0.0,5.490089857914017,0.0
0.5,0.0,1.0,0.7777777777777777,0.6666666666666665,0.4444444444444445,1.0,0.6666666666666665,0.8888888888888888,0.4444444444444445,0.4444444444444445,0.3333333333333333,0,-8.616218520433096,1.0,0.0,0.6666666666666666,0.4444444444444444,1.0,0.6666666666666666,0.4444444444444444,0.0,0.4444444444444444,0.0,0.05423682103544625,2.0
0.5,0.0,1.0,0.6666666666666665,0.3333333333333333,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.0,0.3333333333333333,0.2222222222222222,0.0,0,-0.8003404325120682,1.0,0.4444444444444444,0.3333333333333333,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.0,0.3333333333333333,0.2222222222222222,0.0,0.26968770387770835,0.2222222222222222
0.5,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,1,5.098284718194661,1.0,0.3333333333333333,0.0,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,5.098284718194661,0.0
0.5,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.1111111111111111,0.0,0.2222222222222222,0.0,0.0,1,4.65109679815866,1.0,0.3333333333333333,0.0,0.0,0.0,0.1111111111111111,0.0,0.2222222222222222,0.0,0.0,4.65109679815866,0.0
0.5,0.0,1.0,1.0,0.6666666666666665,0.6666666666666665,0.5555555555555556,0.3333333333333333,1.0,0.3333333333333333,0.0,0.1111111111111111,0,-6.733248398651881,1.0,0.0,0.6666666666666666,0.6666666666666666,0.5555555555555556,0.3333333333333333,0.8888888888888888,0.0,0.0,0.0,0.3413021790586721,1.5555555555555556
0.5,0.0,1.0,0.5555555555555556,0.0,0.0,0.0,0.1111111111111111,0.0,0.2222222222222222,0.0,0.0,1,3.581068661768883,1.0,0.5555555555555556,0.0,0.0,0.0,0.1111111111111111,0.0,0.2222222222222222,0.0,0.0,3.581068661768883,0.0
0.5,0.0,1.0,0.6666666666666665,0.2222222222222222,0.1111111111111111,1.0,0.4444444444444445,1.0,0.4444444444444445,0.3333333333333333,0.3333333333333333,0,-7.114926888959154,1.0,0.0,0.2222222222222222,0.1111111111111111,1.0,0.4444444444444444,0.7777777777777778,0.0,0.3333333333333333,0.0,0.2544652394851905,1.6666666666666665
0.5,0.0,1.0,1.0,0.4444444444444445,0.4444444444444445,0.2222222222222222,0.5555555555555556,0.6666666666666665,0.6666666666666665,1.0,0.0,0,-6.876685474990307,1.0,0.0,0.4444444444444444,0.4444444444444444,0.2222222222222222,0.5555555555555556,0.6666666666666666,0.1111111111111111,1.0,0.0,0.17438073894368777,1.5555555555555556
0.5,0.0,1.0,0.2222222222222222,0.0,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,1,5.633298786389549,1.0,0.2222222222222222,0.0,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,5.633298786389549,0.0
0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.2222222222222222,0.0,0.0,1,6.256139002743326,1.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.2222222222222222,0.0,0.0,6.256139002743326,0.0
0.5,0.0,1.0,0.4444444444444445,0.1111111111111111,0.2222222222222222,0.3333333333333333,0.1111111111111111,0.6666666666666665,0.2222222222222222,0.5555555555555556,0.0,0,-0.8782621333492031,1.0,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.3333333333333333,0.1111111111111111,0.6666666666666666,0.2222222222222222,0.5555555555555556,0.0,0.19176600304057345,0.2222222222222222
0.5,0.0,1.0,0.2222222222222222,0.1111111111111111,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,1,5.736213920386076,1.0,0.2222222222222222,0.1111111111111111,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,5.736213920386076,0.0
0.5,0.0,1.0,0.4444444444444445,0.0,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,1,4.5632706499997715,1.0,0.4444444444444444,0.0,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,4.563270649999772,0.0
0.5,0.0,1.0,0.0,0.0,0.2222222222222222,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,1,6.505101851255213,1.0,0.0,0.0,0.2222222222222222,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,6.505101851255213,0.0
0.5,0.0,1.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,1,5.7299342035102505,1.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,5.7299342035102505,0.0
